instance_id,family,tier,split,spec_version,generator_version,master_seed,instance_seed,regime,generator_mode,origin,raw_file,raw_sha256,canonical_file,canonical_sha256,config_sha256,generation_plan_sha256,code_commit,n,level,raw_term_count,canonical_term_count,canonical_degree,m3,cubic_density,cubics_per_variable,pair_shadow_size,pair_reuse_score,Delta2,pair_degree_mean,pair_degree_max,fraction_reused_pairs,fraction_cubics_with_shared_pair,overlap_graph_nodes,overlap_graph_edges,overlap_graph_components,overlap_graph_max_degree,coefficient_min,coefficient_max,coefficient_abs_max,coefficient_l1,positive_cubic_mass,negative_cubic_mass,positive_cubic_count,negative_cubic_count,canonical_cancellation_count,canonical_cancellation_mass,candidate_pair_count,tau2,tau2_status,tau2_lower_bound,tau2_upper_bound
inst_2cb581ef9182b4e94ad87468822d97c34bab3f5844f008f31be762da257eef0a,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,7916372200470593441,intermediate,anchor_pair,formal_compilation_generation,raw/max3sat/inst_2cb581ef9182b4e94ad87468822d97c34bab3f5844f008f31be762da257eef0a.json,8581fbd2baeb029ee8aaa2d3c111bc626a4e6cc61473586fe9ed2b5d04afdcb2,canonical/inst_2cb581ef9182b4e94ad87468822d97c34bab3f5844f008f31be762da257eef0a.json,eb5c74da26b2a005b83ba1137291d09f77b652bb790199e1a54cf7fd3c18eb04,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,34,3,8,0.14285714285714285,1.0,15,0.375,6,1.6,6,0.26666666666666666,1.0,8,20,1,7,-7.0,16.0,16.0,119.0,8.0,16.0,3,5,25,122.0,15,2,exact,2,2
inst_2d85735389a188377c1f8dfdf00a8dffad686ec6479999406ce019ca10f550d5,max3sat,qaoa,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,2880307632850618675,high,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_2d85735389a188377c1f8dfdf00a8dffad686ec6479999406ce019ca10f550d5.json,8ce8d9eff619bccbc5b3b056c84ec6754f891f755367df0ffcd91ce9375dcb6f,canonical/inst_2d85735389a188377c1f8dfdf00a8dffad686ec6479999406ce019ca10f550d5.json,57ea95898a0eb9b212e16a48552edd8fd7b72846b9ba28c0bfdbc7e7b53b3e75,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,6,36,28,3,8,0.4,1.3333333333333333,14,0.41666666666666663,4,1.7142857142857142,4,0.42857142857142855,1.0,8,16,1,5,-15.0,11.0,15.0,138.0,19.0,20.0,4,4,22,224.0,14,2,exact,2,2
inst_2e816cce0a2319003b1016e03a990097cba6aa784390cb4cad82f3363dce05c1,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,8319002477445478723,intermediate,uniform,formal_compilation_generation,raw/max3sat/inst_2e816cce0a2319003b1016e03a990097cba6aa784390cb4cad82f3363dce05c1.json,4018055b2a918da3bae9288f4df0ea5a215fbfb45e9d801121d1a48b47ac2b23,canonical/inst_2e816cce0a2319003b1016e03a990097cba6aa784390cb4cad82f3363dce05c1.json,1e76e9e79566e4120ad9d8c2e19cfe6d9938b7cb57b5249b68dc0ec931672a4f,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,16,4,64,140,3,61,0.10892857142857143,3.8125,96,0.47540983606557374,4,1.90625,4,0.5729166666666666,1.0,61,128,1,8,-10.0,29.0,29.0,501.0,88.0,93.0,28,33,27,136.0,96,,bounded_pair_shadow_too_large,1,29
inst_2f15d2f234c8f1df4c005ad0920e30245530206ef3ff58661a368393a9143cfb,max3sat,compilation,test,benchmark_spec_v1.0,formal_data_v1,2026082701,1337512317719451268,intermediate,anchor_pair,formal_compilation_generation,raw/max3sat/inst_2f15d2f234c8f1df4c005ad0920e30245530206ef3ff58661a368393a9143cfb.json,d030fd2b68d8a43c74c93ec0c7975786f6eb69b186312920bc317b2dc49e617d,canonical/inst_2f15d2f234c8f1df4c005ad0920e30245530206ef3ff58661a368393a9143cfb.json,065f7685ce0f551a5f5c70ecc288f62ef4d1fb494e88d30d7a755e1d9da4c113,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,4,48,57,3,18,0.08181818181818182,1.5,34,0.37037037037037035,9,1.588235294117647,9,0.17647058823529413,1.0,18,76,1,10,-16.0,26.0,26.0,257.0,40.0,39.0,10,8,31,230.0,34,,bounded_pair_shadow_too_large,1,2
inst_31e7ab3ba7da728558cbbe0bd81fc3184ec0cb15f0d2b97364cc4ec16800c671,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,219659917921027529,intermediate,uniform,formal_compilation_generation,raw/max3sat/inst_31e7ab3ba7da728558cbbe0bd81fc3184ec0cb15f0d2b97364cc4ec16800c671.json,7348a38b112d455c6cd28684b1bb5e8e4adde65c955b50ff49b68334ffccd41d,canonical/inst_31e7ab3ba7da728558cbbe0bd81fc3184ec0cb15f0d2b97364cc4ec16800c671.json,644d4a5c5e556e4ada63f9f091b7d656f641a45f14b5599ff6abaa2f0d239ff2,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,16,4,64,138,3,59,0.10535714285714286,3.6875,93,0.47457627118644063,6,1.903225806451613,6,0.5591397849462365,1.0,59,133,1,8,-10.0,22.0,22.0,528.0,107.0,81.0,34,25,30,188.0,93,,bounded_pair_shadow_too_large,1,25
inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,1428219527172119021,intermediate,anchor_pair,formal_qaoa_generation,raw/cubic_spin_glass/inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983.json,c672daa2b4e9c6484cec62dbee1ecc23809171e9412a92e10a49fd06e5939f9c,canonical/inst_336b32e64a4e400307ddc3a363856314c3215ad4d7bbf6244ed91f1a3fb34983.json,e969809a8e4f6af31dcbe98c8042d6feee28f17e2beb9d8e35b6367d53adaa4e,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,2,12,25,3,12,0.6,2.0,15,0.5833333333333333,4,2.4,4,1.0,1.0,12,30,1,5,-8.0,8.0,8.0,174.0,56.0,40.0,7,5,16,150.0,15,3,exact,3,3
inst_337f5f30278f6101e7248530f2b8fced4665356ef64c66b81c4a868ea4a17a87,cubic_spin_glass,oracle,test,benchmark_spec_v1.0,formal_data_v1,2026082701,4587541640539543389,low,anchor_pair,formal_oracle_generation,raw/cubic_spin_glass/inst_337f5f30278f6101e7248530f2b8fced4665356ef64c66b81c4a868ea4a17a87.json,928960d7e2ecb5bfe836e09412cb55096480a4316da8be685cea22d2310b535a,canonical/inst_337f5f30278f6101e7248530f2b8fced4665356ef64c66b81c4a868ea4a17a87.json,d25bd983c2a4ba88c20b618d96f979fdc82ff7e8671a33781a547b27e8bdb472,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,1,8,30,3,8,0.14285714285714285,1.0,15,0.375,6,1.6,6,0.26666666666666666,1.0,8,20,1,7,-8.0,8.0,8.0,150.0,40.0,24.0,5,3,8,66.0,15,2,exact,2,2
inst_33ce7979cf1de88d35d3c355c345fd7635ea96da4c2a6583f60e1e979f21938a,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,3754872733241624424,high,uniform,qaoa_qmax_exclusion_promoted,raw/cubic_spin_glass/inst_33ce7979cf1de88d35d3c355c345fd7635ea96da4c2a6583f60e1e979f21938a.json,c65b2d53f7da701e72b211d6a255a96edee7bf39815e66cbbd29f61dac1b6e0b,canonical/inst_33ce7979cf1de88d35d3c355c345fd7635ea96da4c2a6583f60e1e979f21938a.json,5012d3368b0e13b0d9a238a5f20b7cd32cdaaf93b0493534179e635fa4f345a8,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,63,3,32,0.5714285714285714,4.0,28,0.7083333333333333,6,3.4285714285714284,6,0.9285714285714286,1.0,32,140,1,13,-12.0,8.0,12.0,432.0,144.0,112.0,18,14,31,432.0,28,,bounded_pair_shadow_too_large,1,10
inst_340b7c11203c8b094cacd70e68df48254aa477b67ecdea9afb9cc374b8dcb4a7,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,5020253101391513211,high,anchor_pair,formal_compilation_generation,raw/cubic_spin_glass/inst_340b7c11203c8b094cacd70e68df48254aa477b67ecdea9afb9cc374b8dcb4a7.json,5b6fcaa346ef2af400aff59433cf68dac4d6a2307603dcf073033f291b877bb0,canonical/inst_340b7c11203c8b094cacd70e68df48254aa477b67ecdea9afb9cc374b8dcb4a7.json,962fb85f52d4d4545f044ecf921e6f228c98d2aced90ff31a057c4c35861c1e2,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,20,4,80,221,3,80,0.07017543859649122,4.0,135,0.4375,18,1.7777777777777777,18,0.25925925925925924,1.0,80,635,1,19,-10.0,12.0,12.0,1312.0,304.0,336.0,38,42,37,848.0,135,,bounded_pair_shadow_too_large,1,5
inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd,max3sat,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,6494413810709397515,high,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd.json,fc5a5e1dff52104e6571757947b351e96615d647e02b093b29fce1929eb5047f,canonical/inst_3419a0a271f895203877dd111ea5b69937d12be4625e682c969accdb8084cbdd.json,99cc37026b6fe06088f371069f9163ec85d1b44508b85296c6e462eee1cd44f7,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,6,48,38,3,11,0.19642857142857142,1.375,22,0.33333333333333337,6,1.5,6,0.18181818181818182,1.0,11,27,1,6,-9.0,13.0,13.0,162.0,19.0,21.0,4,7,30,238.0,22,,bounded_pair_shadow_too_large,1,2
inst_341aaea9cc6b648e49be42c5a9a85c286aa8e35d42e20fd993b487fdda2e28cb,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,2043388395891142429,low,uniform,formal_compilation_generation,raw/cubic_spin_glass/inst_341aaea9cc6b648e49be42c5a9a85c286aa8e35d42e20fd993b487fdda2e28cb.json,0c7251cd23c71d12f0bc1ae47ba537a3abeee531761a15aa124dc08225f989b4,canonical/inst_341aaea9cc6b648e49be42c5a9a85c286aa8e35d42e20fd993b487fdda2e28cb.json,c070cfb69bb00665b5c783d861c84db184e575084935c10581b5150503d852f6,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,1,8,31,3,8,0.14285714285714285,1.0,16,0.33333333333333337,3,1.5,3,0.375,1.0,8,10,1,4,-8.0,12.0,12.0,174.0,24.0,40.0,3,5,7,42.0,16,4,exact,4,4
inst_351b2f1044631455ab325f3efabb01e0e041402aa854cb63ffe41759af6edb31,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,3559643723317563153,low,anchor_pair,formal_compilation_generation,raw/max3sat/inst_351b2f1044631455ab325f3efabb01e0e041402aa854cb63ffe41759af6edb31.json,cd5c98eb7cc2a534256337ca36b830def74f30d207c83c5b8383ef74bfa09f2f,canonical/inst_351b2f1044631455ab325f3efabb01e0e041402aa854cb63ffe41759af6edb31.json,d529cb497a4376d20dac886848dbd0d3b305c827c1fa4486e4cfecca96e18a21,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,2,16,33,3,10,0.17857142857142858,1.25,20,0.33333333333333337,5,1.5,5,0.2,1.0,10,22,1,6,-9.0,9.0,9.0,120.0,19.0,16.0,5,5,7,48.0,20,2,exact,2,2
inst_36cbe7c7ff482cf067ac85b26b77d95829f38df4cfae8a5a3330935f8ff18abd,max3sat,oracle,train,benchmark_spec_v1.0,formal_data_v1,2026082701,5255516952054731657,high,anchor_pair,formal_oracle_generation,raw/max3sat/inst_36cbe7c7ff482cf067ac85b26b77d95829f38df4cfae8a5a3330935f8ff18abd.json,8eb19de1fbaf452f9d9b456b6073ce384ae6e89dc5c31e2c3a066d9628506f8d,canonical/inst_36cbe7c7ff482cf067ac85b26b77d95829f38df4cfae8a5a3330935f8ff18abd.json,bb68eba565f3fb9f84393622d9ab32a0bc15f167928d9549baae7e64a9dd62e1,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,6,36,24,3,7,0.35,1.1666666666666667,12,0.4285714285714286,4,1.75,4,0.4166666666666667,1.0,7,15,1,6,-10.0,11.0,11.0,94.0,13.0,19.0,4,3,23,242.0,12,2,exact,2,2
inst_383684e2b457379b22ad997ff9ba9dd2a89f56020635a4f5957cd64397e30d27,max3sat,compilation,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,364439412381360332,intermediate,uniform,formal_compilation_generation,raw/max3sat/inst_383684e2b457379b22ad997ff9ba9dd2a89f56020635a4f5957cd64397e30d27.json,823bf27635e788db293ba2d34def69f8576aa93a4863277189ec97913b5de5f8,canonical/inst_383684e2b457379b22ad997ff9ba9dd2a89f56020635a4f5957cd64397e30d27.json,b2c6a6f7beaf2310db7b3c5e79c392ef092fb86eaab4930aa054d2e4554397fd,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,4,48,98,3,43,0.19545454545454546,3.5833333333333335,62,0.5193798449612403,5,2.0806451612903225,5,0.6290322580645161,1.0,43,106,1,8,-10.0,19.0,19.0,351.0,61.0,71.0,22,21,21,134.0,62,,bounded_pair_shadow_too_large,1,16
inst_389e9c8eec6e70d1760446aec874ba73c33d282a4aafd97bdf661c4173973bd4,max3sat,compilation,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,6745648308914296792,high,anchor_pair,formal_compilation_generation,raw/max3sat/inst_389e9c8eec6e70d1760446aec874ba73c33d282a4aafd97bdf661c4173973bd4.json,0cb746f4c808ed17e64183784b11e4fbb397b2da1315fe8124c391e547ae29b7,canonical/inst_389e9c8eec6e70d1760446aec874ba73c33d282a4aafd97bdf661c4173973bd4.json,db649d5b7425a9cddc892aa3ed56bc447cf85ea8e8215bc25d6bdd5689a753fc,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,6,72,59,3,18,0.08181818181818182,1.5,36,0.33333333333333337,9,1.5,9,0.1111111111111111,1.0,18,74,1,10,-13.0,20.0,20.0,223.0,39.0,29.0,10,8,43,474.0,36,,bounded_pair_shadow_too_large,1,2
inst_3a21a5de486b7fbdc0811f15d7ef512d6ac91340274b87abdd9b0057a6a0e294,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,7141619115623855186,low,uniform,formal_qaoa_generation,raw/cubic_spin_glass/inst_3a21a5de486b7fbdc0811f15d7ef512d6ac91340274b87abdd9b0057a6a0e294.json,de4790897e30fc355ac5815dfa8ffb28ffcd87eaeeb640329fb1e11ae8aff240,canonical/inst_3a21a5de486b7fbdc0811f15d7ef512d6ac91340274b87abdd9b0057a6a0e294.json,9eae4d7e9f54d2f063e5280eb8c36fe24048720284464f7f86c105897855957b,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,1,8,29,3,8,0.14285714285714285,1.0,16,0.33333333333333337,4,1.5,4,0.375,1.0,8,11,1,4,-8.0,8.0,8.0,158.0,24.0,40.0,3,5,8,58.0,16,4,exact,4,4
inst_3ab744f89662c042c717796da57c545b21b80089c4a23c53ba4ee4787beef9e4,max3sat,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,1379675545406675875,low,uniform,formal_qaoa_generation,raw/max3sat/inst_3ab744f89662c042c717796da57c545b21b80089c4a23c53ba4ee4787beef9e4.json,ecf8e4292d40dcb2f2131b1b87e847f3aa4913fda519cccd6d138c5ae2970772,canonical/inst_3ab744f89662c042c717796da57c545b21b80089c4a23c53ba4ee4787beef9e4.json,fa2f55fdd69930fbbcec616e233e06bf5b394ee665b33a06dad498149a4640c0,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,2,12,29,3,11,0.55,1.8333333333333333,15,0.5454545454545454,4,2.2,4,0.7333333333333333,1.0,11,26,1,6,-8.0,9.0,9.0,107.0,17.0,21.0,5,6,3,12.0,15,4,exact,4,4
inst_3df2ae586a891d7ff67cee3d608c8dc346fbd94b16bdfb2e9144233b3adcceb0,max3sat,qaoa,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,6397242854043091855,intermediate,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_3df2ae586a891d7ff67cee3d608c8dc346fbd94b16bdfb2e9144233b3adcceb0.json,4940d5cac1df9946e92d829a4101244d6b291cb463ac03c8330032b269f11489,canonical/inst_3df2ae586a891d7ff67cee3d608c8dc346fbd94b16bdfb2e9144233b3adcceb0.json,c7081c87b9a3cb6f9533ccfaddb21b9262f813b71c7326df1bffc745c9651c81,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,35,3,11,0.19642857142857142,1.375,18,0.4545454545454546,6,1.8333333333333333,6,0.3888888888888889,1.0,11,35,1,10,-6.0,11.0,11.0,110.0,14.0,7.0,8,3,24,212.0,18,2,exact,2,2
inst_402d4d26a63bce1a325563709284a8d564d3b9db81b22e5717b1cdd769af109d,max3sat,oracle,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,3388898607362594831,high,anchor_pair,formal_oracle_generation,raw/max3sat/inst_402d4d26a63bce1a325563709284a8d564d3b9db81b22e5717b1cdd769af109d.json,f0c0a0d3f199f828af16c154ed80d312cfa458a42123db4eb4f8641ac283a19f,canonical/inst_402d4d26a63bce1a325563709284a8d564d3b9db81b22e5717b1cdd769af109d.json,10b8d2e561821aa1fde4f1d4dd590f594e519e0d11391bf1aa8f77e24b87713b,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,6,36,25,3,7,0.35,1.1666666666666667,12,0.4285714285714286,4,1.75,4,0.4166666666666667,1.0,7,15,1,6,-8.0,19.0,19.0,113.0,8.0,17.0,4,3,23,286.0,12,2,exact,2,2
inst_4067b54c0c67a4b050e188eddd2970682cbb03ad72d394840debb4362a551b73,cubic_spin_glass,oracle,train,benchmark_spec_v1.0,formal_data_v1,2026082701,6440832452660959343,low,uniform,formal_oracle_generation,raw/cubic_spin_glass/inst_4067b54c0c67a4b050e188eddd2970682cbb03ad72d394840debb4362a551b73.json,05c66fd567910526343c78dd1132871e432c97e1a2e7bef7a9926505386a590b,canonical/inst_4067b54c0c67a4b050e188eddd2970682cbb03ad72d394840debb4362a551b73.json,812e9e776813b43c9b25aaa5f8e7828a40c14fee931a7d71e382deef0a99a58b,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,1,8,29,3,8,0.14285714285714285,1.0,17,0.29166666666666663,3,1.411764705882353,3,0.35294117647058826,1.0,8,8,1,3,-8.0,8.0,8.0,156.0,32.0,32.0,4,4,8,60.0,17,4,exact,4,4
inst_40b7da8688b096406256a812d6f1b491c34f975d3379ab3d2aa25f8b20dd3025,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,8934610260370916977,low,anchor_pair,formal_qaoa_generation,raw/cubic_spin_glass/inst_40b7da8688b096406256a812d6f1b491c34f975d3379ab3d2aa25f8b20dd3025.json,606368ceb187bc91f6496feecb253f527ec4144d68ee2e0985f1026d3f100600,canonical/inst_40b7da8688b096406256a812d6f1b491c34f975d3379ab3d2aa25f8b20dd3025.json,f9c3f39043c40637b6a413df2c6830afb772d788b7cdfb22f3c8d1ee3cb70a63,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,1,6,22,3,6,0.3,1.0,12,0.33333333333333337,4,1.5,4,0.3333333333333333,1.0,6,9,1,4,-8.0,8.0,8.0,114.0,32.0,16.0,4,2,9,48.0,12,2,exact,2,2
inst_4292cef2fb4c9eb999019c1773bb594d1728cdf303bdeb10a83a3e7bef71dbf2,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,4860677757726523540,intermediate,uniform,qaoa_qmax_exclusion_promoted,raw/max3sat/inst_4292cef2fb4c9eb999019c1773bb594d1728cdf303bdeb10a83a3e7bef71dbf2.json,21ef68258db967646f03c52a0bf05c908241dac73ebf22851d360dc9fccbb6cf,canonical/inst_4292cef2fb4c9eb999019c1773bb594d1728cdf303bdeb10a83a3e7bef71dbf2.json,41f39cc77028cf2d96c55c8d0b11b6a9278b72953fa7c744118eac60c80db3d6,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,60,3,26,0.4642857142857143,3.25,27,0.6538461538461539,5,2.888888888888889,5,0.8518518518518519,1.0,26,94,1,11,-8.0,11.0,11.0,205.0,40.0,34.0,14,12,23,110.0,27,,bounded_pair_shadow_too_large,1,9
inst_44d41ee19adf16187d2472123669bbf847d64335b452c13d07c64d022afdbd6a,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,3999887639229999596,high,anchor_pair,formal_compilation_generation,raw/max3sat/inst_44d41ee19adf16187d2472123669bbf847d64335b452c13d07c64d022afdbd6a.json,255367de7290a0d7b5c3db0383502f1f7181a35da8ad429b9ae2855f474bb2ea,canonical/inst_44d41ee19adf16187d2472123669bbf847d64335b452c13d07c64d022afdbd6a.json,2d3260225891d6342f5775414ad632517cfd3bf4b29bfecb71053c10a6074452,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,6,48,35,3,11,0.19642857142857142,1.375,20,0.3939393939393939,6,1.65,6,0.3,1.0,11,29,1,7,-11.0,14.0,14.0,154.0,14.0,31.0,3,8,33,294.0,20,2,exact,2,2
inst_44fe959f979ed41d00ed5d00c8ad559cb9fcc3a1f54352020e9bee9224ecc496,max3sat,compilation,test,benchmark_spec_v1.0,formal_data_v1,2026082701,5219909957487048799,low,anchor_pair,formal_compilation_generation,raw/max3sat/inst_44fe959f979ed41d00ed5d00c8ad559cb9fcc3a1f54352020e9bee9224ecc496.json,b5447c50ead81e5133c12557cf746d1fbe6031650992a9e7e38c0d8d2f5e7e64,canonical/inst_44fe959f979ed41d00ed5d00c8ad559cb9fcc3a1f54352020e9bee9224ecc496.json,88c25421062aff5f8f85f67c81274af6caec2f2b1928f7f057e2cf3477d2f783,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,2,24,45,3,15,0.06818181818181818,1.25,32,0.28888888888888886,8,1.40625,8,0.0625,1.0,15,49,2,7,-12.0,18.0,18.0,220.0,10.0,48.0,4,11,12,36.0,32,,bounded_pair_shadow_too_large,1,2
inst_4512beae9c6329cb7d637000b3c1dbb98656f38f8f894427cc5655bd69e928b1,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,5751666346202771004,low,uniform,formal_qaoa_generation,raw/cubic_spin_glass/inst_4512beae9c6329cb7d637000b3c1dbb98656f38f8f894427cc5655bd69e928b1.json,ecd5e862144831bd9429d1f145ecd242676788ed9a90746373e6d06a4ff308f0,canonical/inst_4512beae9c6329cb7d637000b3c1dbb98656f38f8f894427cc5655bd69e928b1.json,d86530a7ba9e0cb03c62db63c3fffb30ad23458cad52733c71c7e9a67180a81d,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,1,6,22,3,6,0.3,1.0,12,0.33333333333333337,3,1.5,3,0.4166666666666667,0.8333333333333334,6,7,2,4,-8.0,8.0,8.0,120.0,24.0,24.0,3,3,7,42.0,12,4,exact,4,4
